city;area;rooms;bathroom;parking spaces;floor;animal;furniture;rent
São Paulo;96;3;2;2;10;acept;not furnished;3409
Belo Horizonte;101;3;2;2;2;acept;not furnished;3410
São Paulo;94;3;2;2;17;acept;not furnished;3411
Porto Alegre;100;3;2;1;6;acept;not furnished;3412
São Paulo;34;1;1;1;14;acept;not furnished;3414
São Paulo;150;4;2;2;0;acept;not furnished;3414
São Paulo;105;2;1;2;10;acept;not furnished;3415
Belo Horizonte;105;3;2;2;7;acept;not furnished;3416
Rio de Janeiro;42;1;1;0;4;acept;furnished;3416
São Paulo;300;3;4;6;0;acept;not furnished;3416
São Paulo;90;2;2;2;1;acept;not furnished;3417
São Paulo;135;2;3;2;0;acept;not furnished;3417
Belo Horizonte;75;2;2;2;14;not acept;not furnished;3418
Belo Horizonte;110;3;2;2;3;not acept;furnished;3418
Rio de Janeiro;200;3;3;0;5;acept;not furnished;3418
São Paulo;73;3;2;2;4;acept;not furnished;3418
Campinas;209;3;3;2;0;not acept;not furnished;3419
Belo Horizonte;130;3;2;2;4;acept;not furnished;3420
São Paulo;50;1;1;1;8;acept;furnished;3420
Porto Alegre;60;1;1;1;4;not acept;not furnished;3421
São Paulo;150;3;2;3;0;not acept;not furnished;3421
Porto Alegre;40;1;1;1;6;acept;furnished;3424
Rio de Janeiro;140;3;2;1;3;acept;not furnished;3424
São Paulo;117;3;2;2;10;acept;furnished;3425
São Paulo;42;1;1;1;17;not acept;furnished;3427
Rio de Janeiro;70;2;2;0;3;acept;not furnished;3429
São Paulo;114;2;2;1;4;acept;not furnished;3431
São Paulo;120;3;2;8;0;acept;not furnished;3432
Belo Horizonte;180;3;3;0;0;acept;not furnished;3433
Porto Alegre;171;2;2;1;2;acept;not furnished;3433
Rio de Janeiro;80;2;2;2;2;acept;not furnished;3433
São Paulo;64;1;2;1;3;acept;not furnished;3433
São Paulo;85;2;2;0;5;acept;not furnished;3433
Belo Horizonte;78;3;2;2;16;acept;not furnished;3435
Rio de Janeiro;95;3;2;2;7;acept;not furnished;3437
Campinas;200;3;2;3;0;acept;not furnished;3438
Rio de Janeiro;30;1;1;0;4;acept;furnished;3438
São Paulo;63;2;2;1;11;not acept;not furnished;3438
São Paulo;297;4;4;6;0;acept;not furnished;3438
São Paulo;70;1;1;1;4;acept;not furnished;3439
Porto Alegre;85;2;2;1;8;not acept;furnished;3441
São Paulo;50;2;2;1;10;acept;not furnished;3441
Belo Horizonte;200;4;2;1;7;not acept;not furnished;3443
São Paulo;67;1;2;1;12;acept;furnished;3443
Belo Horizonte;100;3;2;3;15;acept;not furnished;3444
Rio de Janeiro;84;3;1;0;2;acept;not furnished;3445
Porto Alegre;140;2;2;1;2;acept;furnished;3446
Belo Horizonte;120;4;2;2;0;acept;not furnished;3447
Rio de Janeiro;90;2;2;0;5;acept;not furnished;3447
São Paulo;97;3;2;2;14;acept;not furnished;3447
São Paulo;98;4;4;2;23;acept;not furnished;3447
Rio de Janeiro;80;2;1;1;4;acept;not furnished;3449
Rio de Janeiro;54;1;1;0;3;acept;furnished;3451
Campinas;47;1;1;1;18;acept;furnished;3452
São Paulo;150;3;4;2;0;not acept;not furnished;3452
Campinas;57;1;1;1;2;acept;not furnished;3454
Porto Alegre;47;1;1;1;19;not acept;not furnished;3454
São Paulo;46;2;1;0;7;acept;furnished;3454
Porto Alegre;180;3;2;1;3;not acept;not furnished;3455
Belo Horizonte;91;2;3;1;9;acept;furnished;3456
São Paulo;34;1;1;1;11;not acept;furnished;3456
São Paulo;44;1;1;1;5;acept;furnished;3456
São Paulo;100;1;3;2;8;not acept;furnished;3457
São Paulo;130;3;2;2;0;acept;not furnished;3458
São Paulo;144;4;2;0;0;not acept;not furnished;3458
Belo Horizonte;320;4;2;4;0;acept;not furnished;3459
Rio de Janeiro;50;1;1;0;5;acept;not furnished;3461
Rio de Janeiro;110;3;2;1;4;not acept;not furnished;3461
São Paulo;50;2;2;1;6;acept;furnished;3463
São Paulo;118;3;2;4;1;acept;not furnished;3463
Porto Alegre;75;2;2;1;4;acept;not furnished;3464
Rio de Janeiro;105;2;2;1;10;acept;not furnished;3464
São Paulo;67;2;2;1;8;acept;not furnished;3464
Rio de Janeiro;135;4;2;1;0;acept;not furnished;3466
São Paulo;75;3;2;1;21;acept;not furnished;3466
São Paulo;80;3;2;2;4;acept;not furnished;3466
São Paulo;117;2;1;1;5;not acept;furnished;3466
Campinas;203;3;1;2;0;acept;not furnished;3467
São Paulo;49;1;1;0;1;acept;furnished;3467
São Paulo;32;1;1;1;16;acept;not furnished;3470
São Paulo;72;2;2;2;9;acept;not furnished;3471
São Paulo;50;2;1;1;1;not acept;not furnished;3474
São Paulo;70;2;1;1;8;acept;not furnished;3474
São Paulo;90;3;3;2;1;acept;not furnished;3474
São Paulo;140;3;2;2;0;acept;not furnished;3474
São Paulo;74;2;1;0;2;acept;not furnished;3476
Belo Horizonte;72;2;3;0;1;acept;furnished;3478
São Paulo;51;2;1;1;7;acept;not furnished;3478
São Paulo;37;1;1;1;25;not acept;furnished;3479
São Paulo;65;2;1;1;3;acept;not furnished;3479
São Paulo;76;3;1;2;2;acept;furnished;3479
Campinas;109;4;3;2;6;not acept;not furnished;3481
Porto Alegre;43;1;1;1;21;acept;furnished;3481
Porto Alegre;88;2;2;1;3;acept;not furnished;3481
Rio de Janeiro;140;3;2;0;5;acept;not furnished;3482
São Paulo;75;2;1;3;5;not acept;not furnished;3482
São Paulo;76;2;2;0;11;acept;furnished;3482
Rio de Janeiro;95;2;3;2;6;acept;not furnished;3485
São Paulo;70;2;1;1;9;acept;not furnished;3485
São Paulo;130;3;3;2;7;acept;not furnished;3485
São Paulo;150;3;3;2;0;acept;not furnished;3485
Campinas;80;1;1;1;7;acept;not furnished;3486
São Paulo;96;2;1;1;8;not acept;not furnished;3486
Belo Horizonte;45;1;1;1;4;acept;not furnished;3487
Porto Alegre;48;1;1;1;12;acept;furnished;3487
São Paulo;31;1;1;0;1;acept;furnished;3487
Rio de Janeiro;80;3;2;1;8;acept;not furnished;3488
Campinas;180;3;2;1;11;acept;not furnished;3489
Rio de Janeiro;60;2;2;0;13;acept;not furnished;3489
Rio de Janeiro;120;3;2;1;2;acept;not furnished;3489
São Paulo;37;1;1;1;1;not acept;furnished;3489
São Paulo;270;2;3;4;0;acept;not furnished;3489
Porto Alegre;137;3;2;3;5;acept;not furnished;3491
São Paulo;28;1;1;1;13;not acept;furnished;3493
São Paulo;60;2;1;1;6;acept;not furnished;3493
Belo Horizonte;125;4;2;2;1;not acept;not furnished;3495
Porto Alegre;126;3;1;1;4;acept;not furnished;3495
São Paulo;67;1;2;2;17;acept;not furnished;3495
São Paulo;62;2;2;1;2;acept;furnished;3497
Belo Horizonte;40;1;1;1;13;acept;not furnished;3498
São Paulo;100;3;1;0;1;acept;not furnished;3498
São Paulo;180;2;3;2;0;acept;not furnished;3499
Rio de Janeiro;68;2;1;0;3;acept;not furnished;3500
Campinas;57;1;2;1;12;acept;not furnished;3501
São Paulo;42;1;1;1;7;acept;furnished;3502
Belo Horizonte;544;4;3;7;0;acept;not furnished;3503
São Paulo;41;1;1;1;3;acept;furnished;3503
São Paulo;63;1;1;0;12;acept;not furnished;3503
Porto Alegre;116;3;2;1;9;acept;not furnished;3505
Rio de Janeiro;64;2;1;1;4;acept;not furnished;3505
Rio de Janeiro;94;3;1;1;7;acept;furnished;3506
São Paulo;120;3;2;1;17;acept;not furnished;3506
Belo Horizonte;69;2;3;2;11;acept;not furnished;3507
Porto Alegre;275;5;2;4;0;acept;not furnished;3507
Rio de Janeiro;85;3;2;1;15;acept;not furnished;3507
São Paulo;129;3;3;1;1;acept;not furnished;3508
São Paulo;180;3;2;2;0;acept;not furnished;3508
Campinas;52;2;1;1;8;acept;furnished;3509
Campinas;184;4;3;4;0;acept;not furnished;3509
São Paulo;50;3;1;1;4;not acept;not furnished;3510
São Paulo;82;3;2;2;2;acept;not furnished;3513
São Paulo;350;5;5;4;0;acept;not furnished;3513
Rio de Janeiro;70;3;2;1;7;acept;not furnished;3514
São Paulo;80;3;1;1;7;acept;not furnished;3514
São Paulo;110;2;3;3;1;not acept;not furnished;3514
São Paulo;26;1;1;1;9;acept;furnished;3515
Porto Alegre;100;3;2;2;2;acept;furnished;3516
São Paulo;162;3;4;0;0;acept;not furnished;3516
São Paulo;38;1;1;0;13;acept;not furnished;3517
São Paulo;126;4;3;4;0;acept;not furnished;3517
Campinas;200;5;2;4;0;acept;not furnished;3518
São Paulo;79;2;2;1;2;acept;furnished;3518
São Paulo;120;1;1;2;7;acept;not furnished;3518
Porto Alegre;85;2;3;1;4;acept;not furnished;3519
Porto Alegre;105;3;2;2;3;acept;furnished;3520
São Paulo;90;3;2;0;8;acept;furnished;3520
São Paulo;60;2;2;2;6;acept;not furnished;3521
São Paulo;170;6;5;1;0;acept;not furnished;3521
Porto Alegre;131;3;3;1;10;acept;furnished;3522
São Paulo;38;1;1;1;3;acept;furnished;3522
São Paulo;40;1;1;1;13;not acept;furnished;3524
São Paulo;96;2;1;1;0;acept;furnished;3525
Belo Horizonte;360;4;3;3;0;acept;not furnished;3526
São Paulo;86;2;1;1;5;acept;not furnished;3527
São Paulo;125;3;1;0;4;acept;not furnished;3527
Campinas;185;3;3;2;6;acept;not furnished;3528
Campinas;180;3;4;4;0;acept;not furnished;3529
São Paulo;110;2;2;2;9;acept;not furnished;3529
Porto Alegre;180;3;3;1;12;acept;not furnished;3530
Rio de Janeiro;85;2;1;0;0;acept;not furnished;3530
São Paulo;100;2;2;1;10;acept;furnished;3530
Rio de Janeiro;55;1;2;1;15;acept;furnished;3531
São Paulo;65;1;1;1;9;not acept;not furnished;3532
Rio de Janeiro;223;3;3;0;15;not acept;not furnished;3534
São Paulo;23;1;1;1;12;acept;furnished;3535
São Paulo;60;2;2;1;7;acept;furnished;3535
Rio de Janeiro;40;1;1;0;2;acept;furnished;3536
São Paulo;62;1;1;0;8;acept;not furnished;3536
São Paulo;37;1;1;1;9;acept;furnished;3538
São Paulo;78;1;2;1;10;not acept;not furnished;3538
São Paulo;80;2;1;0;1;acept;furnished;3539
São Paulo;130;3;2;1;10;not acept;furnished;3539
São Paulo;45;1;1;1;3;acept;furnished;3540
São Paulo;87;3;2;0;6;acept;not furnished;3541
São Paulo;120;3;2;1;0;acept;not furnished;3541
Rio de Janeiro;95;3;2;1;3;acept;not furnished;3542
Belo Horizonte;45;1;1;1;4;not acept;furnished;3543
Rio de Janeiro;150;3;2;0;5;acept;not furnished;3543
Porto Alegre;121;3;2;2;2;acept;not furnished;3544
Porto Alegre;180;4;2;2;3;acept;not furnished;3545
Porto Alegre;600;3;4;4;0;acept;not furnished;3545
São Paulo;53;1;1;1;6;not acept;furnished;3545
Belo Horizonte;77;3;3;2;2;acept;furnished;3546
Rio de Janeiro;64;2;1;1;2;acept;not furnished;3546
São Paulo;150;4;3;4;0;acept;not furnished;3546
São Paulo;69;2;1;0;4;acept;not furnished;3547
São Paulo;33;1;1;1;14;acept;furnished;3548
Belo Horizonte;80;3;2;2;30;acept;not furnished;3549
São Paulo;33;1;1;0;12;not acept;furnished;3549
São Paulo;88;2;4;2;8;acept;not furnished;3549
São Paulo;43;1;1;1;6;acept;not furnished;3550
Campinas;90;1;1;1;7;not acept;furnished;3552
São Paulo;67;2;1;1;3;not acept;not furnished;3553
São Paulo;160;3;2;4;0;not acept;not furnished;3553
São Paulo;200;3;2;4;0;acept;not furnished;3553
Rio de Janeiro;65;1;1;1;3;acept;not furnished;3554
Rio de Janeiro;102;3;1;1;5;acept;not furnished;3554
São Paulo;100;3;1;0;0;acept;furnished;3554
São Paulo;280;3;3;5;0;acept;not furnished;3555
Belo Horizonte;250;2;3;2;0;acept;not furnished;3558
Campinas;291;4;3;2;0;acept;not furnished;3558
Belo Horizonte;320;3;2;5;1;acept;not furnished;3559
Campinas;188;2;3;8;0;acept;not furnished;3559
Rio de Janeiro;130;3;3;1;2;acept;not furnished;3561
São Paulo;90;2;2;0;1;acept;furnished;3561
São Paulo;97;2;3;2;11;acept;furnished;3561
São Paulo;98;3;3;2;6;acept;not furnished;3561
Belo Horizonte;46;1;1;1;4;not acept;not furnished;3562
São Paulo;53;2;1;1;11;acept;not furnished;3562
São Paulo;120;3;2;1;1;not acept;not furnished;3562
Porto Alegre;360;5;3;3;0;acept;not furnished;3563
São Paulo;50;2;1;1;9;acept;not furnished;3563
São Paulo;120;4;2;2;0;acept;not furnished;3563
São Paulo;102;3;2;2;1;acept;not furnished;3565
Campinas;80;2;2;1;1;acept;furnished;3566
São Paulo;98;3;2;2;1;acept;not furnished;3566
Rio de Janeiro;90;2;1;2;5;not acept;not furnished;3567
São Paulo;60;2;1;0;15;acept;furnished;3572
Campinas;137;3;2;1;4;acept;not furnished;3573
São Paulo;35;1;1;1;2;acept;not furnished;3573
Rio de Janeiro;100;3;1;0;1;acept;not furnished;3574
São Paulo;73;3;2;2;1;acept;not furnished;3575
São Paulo;159;3;3;2;0;not acept;not furnished;3575
Rio de Janeiro;67;2;1;1;2;acept;not furnished;3576
São Paulo;31;1;1;1;4;acept;not furnished;3577
Rio de Janeiro;70;1;2;1;3;acept;not furnished;3578
São Paulo;68;2;2;1;6;acept;not furnished;3579
Belo Horizonte;120;4;3;2;5;acept;not furnished;3580
São Paulo;33;1;1;1;12;acept;furnished;3581
São Paulo;80;2;2;2;4;acept;not furnished;3582
Porto Alegre;63;2;1;2;6;acept;furnished;3583
São Paulo;64;2;2;1;4;acept;not furnished;3586
São Paulo;174;3;1;1;0;acept;not furnished;3586
Campinas;160;3;1;4;0;not acept;not furnished;3587
São Paulo;110;2;2;0;0;not acept;furnished;3587
São Paulo;170;3;3;1;6;acept;not furnished;3587
São Paulo;36;1;1;1;1;acept;not furnished;3588
São Paulo;121;2;3;1;20;acept;not furnished;3588
São Paulo;160;3;3;2;5;acept;furnished;3589
Belo Horizonte;200;6;2;1;0;acept;not furnished;3590
São Paulo;44;1;1;0;4;acept;not furnished;3591
São Paulo;150;3;2;2;2;acept;not furnished;3591
São Paulo;200;3;4;2;0;acept;not furnished;3591
Rio de Janeiro;90;2;2;1;9;acept;furnished;3592
São Paulo;78;3;3;2;10;acept;not furnished;3592
Rio de Janeiro;80;2;2;1;8;acept;not furnished;3593
São Paulo;70;2;1;1;16;not acept;not furnished;3593
São Paulo;94;3;3;2;1;acept;not furnished;3593
São Paulo;126;2;2;2;8;acept;not furnished;3593
Belo Horizonte;220;4;3;2;4;acept;not furnished;3594
Campinas;183;4;2;0;0;acept;not furnished;3595
São Paulo;100;4;2;2;0;acept;not furnished;3595
São Paulo;250;4;2;1;0;acept;furnished;3595
Rio de Janeiro;156;3;2;3;9;acept;not furnished;3596
São Paulo;76;1;2;2;5;acept;furnished;3596
São Paulo;60;2;2;2;20;acept;not furnished;3597
São Paulo;80;2;1;1;5;not acept;not furnished;3597
São Paulo;72;2;2;1;1;acept;furnished;3598
São Paulo;200;4;2;3;1;not acept;not furnished;3598
Rio de Janeiro;50;1;1;0;1;not acept;furnished;3599
Rio de Janeiro;70;2;2;1;8;not acept;furnished;3600
São Paulo;45;1;1;1;10;not acept;furnished;3600
São Paulo;80;2;1;2;2;acept;furnished;3600
São Paulo;106;3;2;0;6;acept;not furnished;3600
Campinas;120;3;3;3;8;not acept;not furnished;3602
Porto Alegre;204;4;4;2;0;acept;not furnished;3602
São Paulo;120;3;2;1;6;acept;not furnished;3603
São Paulo;35;1;1;1;8;not acept;furnished;3604
Rio de Janeiro;110;4;2;2;10;acept;not furnished;3605
São Paulo;50;1;1;1;21;acept;furnished;3605
São Paulo;44;1;1;0;6;acept;not furnished;3606
São Paulo;200;3;3;3;0;acept;not furnished;3606
Belo Horizonte;140;4;2;2;5;not acept;not furnished;3607
Rio de Janeiro;66;2;1;1;9;acept;not furnished;3607
Rio de Janeiro;90;3;2;1;13;acept;not furnished;3607
Campinas;252;3;3;4;0;acept;not furnished;3609
São Paulo;70;2;1;0;1;acept;not furnished;3610
São Paulo;102;3;2;2;1;acept;not furnished;3610
Belo Horizonte;180;3;2;0;0;acept;not furnished;3612
São Paulo;41;1;1;1;4;not acept;furnished;3613
Campinas;147;4;3;1;0;acept;not furnished;3615
Porto Alegre;180;3;3;2;3;acept;not furnished;3615
São Paulo;180;3;4;5;0;acept;not furnished;3616
Rio de Janeiro;60;1;1;0;4;not acept;furnished;3618
Rio de Janeiro;126;3;2;1;6;acept;not furnished;3619
São Paulo;210;3;3;4;0;acept;not furnished;3620
Porto Alegre;143;2;1;2;7;acept;furnished;3621
São Paulo;273;3;2;5;0;not acept;not furnished;3621
São Paulo;160;3;2;2;18;acept;furnished;3622
São Paulo;67;1;1;1;14;acept;furnished;3625
Porto Alegre;79;2;2;1;2;acept;furnished;3627
São Paulo;22;1;1;1;7;not acept;furnished;3627
Campinas;194;3;2;3;0;acept;not furnished;3628
São Paulo;175;4;3;2;0;acept;not furnished;3629
São Paulo;72;2;2;1;7;acept;not furnished;3630
Campinas;76;1;1;1;1;not acept;furnished;3631
São Paulo;160;2;1;0;12;not acept;not furnished;3631
Campinas;130;3;2;1;7;acept;not furnished;3632
Campinas;136;3;4;2;7;not acept;not furnished;3633
Rio de Janeiro;90;3;2;2;2;acept;furnished;3633
Rio de Janeiro;160;2;3;1;14;acept;not furnished;3633
Rio de Janeiro;280;3;3;1;4;acept;not furnished;3633
São Paulo;75;3;2;2;11;acept;not furnished;3633
São Paulo;98;2;2;1;13;acept;not furnished;3633
Belo Horizonte;140;2;2;2;11;acept;furnished;3634
Rio de Janeiro;86;2;1;0;3;acept;furnished;3636
São Paulo;37;1;1;1;11;acept;furnished;3636
Rio de Janeiro;40;1;1;0;3;acept;not furnished;3637
Belo Horizonte;110;2;4;2;5;acept;not furnished;3639
São Paulo;41;1;1;1;5;not acept;furnished;3639
Porto Alegre;87;2;2;2;19;acept;not furnished;3640
São Paulo;35;1;1;1;12;not acept;furnished;3640
São Paulo;33;1;1;1;20;not acept;furnished;3643
Belo Horizonte;100;2;1;0;13;acept;not furnished;3646
Rio de Janeiro;90;3;2;0;4;acept;not furnished;3646
São Paulo;66;1;1;0;6;acept;not furnished;3646
Rio de Janeiro;104;3;2;1;6;acept;not furnished;3648
São Paulo;63;2;2;1;15;acept;not furnished;3648
São Paulo;86;3;1;1;6;acept;not furnished;3650
Belo Horizonte;456;4;2;0;0;acept;not furnished;3651
São Paulo;82;2;2;0;15;not acept;not furnished;3651
São Paulo;100;3;2;1;0;acept;not furnished;3651
São Paulo;105;3;2;2;6;acept;not furnished;3653
São Paulo;120;2;1;1;0;not acept;not furnished;3653
São Paulo;210;3;2;2;0;acept;furnished;3654
Campinas;140;3;3;2;8;acept;not furnished;3658
Belo Horizonte;135;4;3;2;2;not acept;not furnished;3659
Rio de Janeiro;95;3;2;1;3;acept;not furnished;3661
Rio de Janeiro;120;3;2;1;2;acept;not furnished;3661
São Paulo;50;1;1;1;6;not acept;not furnished;3662
São Paulo;37;1;1;1;8;acept;furnished;3664
São Paulo;65;1;1;0;1;not acept;furnished;3664
São Paulo;76;2;2;2;4;not acept;not furnished;3664
São Paulo;85;3;1;2;4;acept;not furnished;3664
São Paulo;80;2;2;0;3;not acept;not furnished;3666
São Paulo;100;2;1;2;0;not acept;not furnished;3667
São Paulo;172;4;3;1;0;acept;not furnished;3667
Rio de Janeiro;70;2;1;0;5;acept;not furnished;3668
São Paulo;48;1;1;1;15;acept;furnished;3668
São Paulo;97;2;2;2;3;acept;not furnished;3670
São Paulo;120;3;1;2;0;not acept;not furnished;3670
Belo Horizonte;110;2;3;0;2;acept;not furnished;3672
Rio de Janeiro;50;1;1;0;8;acept;not furnished;3672
São Paulo;70;2;2;2;8;acept;furnished;3672
São Paulo;140;3;2;2;13;not acept;not furnished;3672
São Paulo;71;2;2;2;19;acept;not furnished;3673
São Paulo;120;3;3;2;0;acept;not furnished;3675
São Paulo;50;2;1;1;1;acept;not furnished;3676
São Paulo;155;3;4;2;4;acept;not furnished;3676
São Paulo;86;3;2;2;10;acept;furnished;3677
Belo Horizonte;175;3;2;2;9;acept;not furnished;3678
São Paulo;110;2;2;1;0;acept;not furnished;3678
Belo Horizonte;344;4;4;3;0;not acept;not furnished;3679
São Paulo;67;3;1;1;2;acept;not furnished;3679
Rio de Janeiro;110;3;1;0;7;acept;furnished;3680
São Paulo;70;1;1;1;3;acept;not furnished;3682
São Paulo;80;3;3;2;4;acept;furnished;3683
São Paulo;178;3;2;1;0;acept;furnished;3683
Rio de Janeiro;60;1;1;1;7;not acept;furnished;3684
Belo Horizonte;179;3;3;0;10;acept;not furnished;3685
São Paulo;160;3;2;2;0;acept;not furnished;3685
Belo Horizonte;245;4;5;2;7;acept;not furnished;3686
Porto Alegre;115;3;2;1;3;acept;not furnished;3687
Belo Horizonte;67;2;2;2;3;not acept;not furnished;3688
Campinas;105;3;3;2;12;acept;not furnished;3688
Porto Alegre;125;3;3;1;2;acept;not furnished;3690
São Paulo;40;1;1;1;14;acept;not furnished;3691
Belo Horizonte;195;4;2;2;0;acept;not furnished;3692
São Paulo;30;1;1;0;1;acept;furnished;3692
São Paulo;30;1;1;0;12;acept;furnished;3692
Belo Horizonte;268;4;4;3;3;acept;not furnished;3695
São Paulo;65;2;2;1;3;acept;not furnished;3695
Belo Horizonte;211;3;3;3;11;not acept;furnished;3698
Campinas;102;3;2;0;15;acept;not furnished;3698
São Paulo;49;1;1;1;4;not acept;not furnished;3699
São Paulo;90;3;2;2;3;acept;not furnished;3699
Belo Horizonte;400;3;3;0;0;acept;not furnished;3700
Rio de Janeiro;27;1;1;0;5;not acept;furnished;3700
São Paulo;35;1;1;0;16;acept;furnished;3700
São Paulo;102;2;2;2;0;acept;not furnished;3700
Porto Alegre;480;5;4;7;0;acept;not furnished;3702
São Paulo;82;3;2;2;4;not acept;not furnished;3702
Porto Alegre;127;3;2;1;1;acept;furnished;3703
São Paulo;70;3;2;1;7;acept;not furnished;3703
São Paulo;80;3;2;2;5;acept;not furnished;3703
São Paulo;180;4;2;2;0;acept;not furnished;3703
Belo Horizonte;45;1;1;1;6;acept;not furnished;3705
São Paulo;400;3;3;4;0;acept;not furnished;3705
Porto Alegre;135;3;2;1;8;acept;not furnished;3706
Rio de Janeiro;75;2;2;1;8;acept;not furnished;3706
São Paulo;61;3;2;1;4;acept;not furnished;3706
Rio de Janeiro;95;3;1;0;2;acept;not furnished;3707
São Paulo;37;1;1;0;11;not acept;not furnished;3707
São Paulo;53;2;2;1;10;not acept;furnished;3707
São Paulo;84;1;1;1;1;not acept;not furnished;3707
São Paulo;86;3;3;0;1;not acept;not furnished;3707
Belo Horizonte;345;3;3;0;0;not acept;furnished;3708
São Paulo;36;1;1;2;11;not acept;furnished;3708
Campinas;134;3;3;2;7;not acept;not furnished;3709
Rio de Janeiro;135;3;2;2;4;not acept;not furnished;3710
São Paulo;270;3;4;0;1;acept;not furnished;3710
Campinas;85;3;2;2;9;acept;furnished;3714
